ID,COUNTRY_NAME,ISO2,SITE_NAME,LATITUDE,LONGITUDE,VECTOR_SPECIES_COMPLEX,VECTOR_SPECIES,STAGE,YEAR_START,MONTH_START,YEAR_END,MONTH_END,SAMPLING_METHOD,MOSQUITO_NUMBER,BREEDING_HABITAT,ID_METHOD,CITATION,CITATION_URL,DATA_CURATOR,INVASIVE_STATUS,ADMIN1
852,India,IN,"BTM layout, Bangalore",12.916600,77.609900,An. stephensi,Not available,NR,,,,,Not available,Not available,Not available,Morphology,"Harisprasad, TPN and Shetty, NJ. (2016).  Ecological variation and resistance levels to propoxur and chlorpyrifos in  Anopheles stephensi (Diptera: Culicidae), a malaria mosquito from India. International Journal of Tropical Insect Science, 36(1):48-59",https://www.semanticscholar.org/paper/Ecological-variation-and-resistance-levels-to-and-a-Hariprasad-Shetty/944b3b1a20f23a65d7651fe3e587fc3a61b9fc92,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
853,India,IN,"Cambridge layout, Bangalore",12.971900,77.626500,An. stephensi,Not available,NR,,,,,Not available,Not available,Not available,Morphology,"Harisprasad, TPN and Shetty, NJ. (2016).  Ecological variation and resistance levels to propoxur and chlorpyrifos in  Anopheles stephensi (Diptera: Culicidae), a malaria mosquito from India. International Journal of Tropical Insect Science, 36(1):48-59",https://www.semanticscholar.org/paper/Ecological-variation-and-resistance-levels-to-and-a-Hariprasad-Shetty/944b3b1a20f23a65d7651fe3e587fc3a61b9fc92,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
854,India,IN,"Chamarajpet, Bangalore",12.958300,77.563400,An. stephensi,Not available,NR,,,,,Not available,Not available,Not available,Morphology,"Harisprasad, TPN and Shetty, NJ. (2016).  Ecological variation and resistance levels to propoxur and chlorpyrifos in  Anopheles stephensi (Diptera: Culicidae), a malaria mosquito from India. International Journal of Tropical Insect Science, 36(1):48-59",https://www.semanticscholar.org/paper/Ecological-variation-and-resistance-levels-to-and-a-Hariprasad-Shetty/944b3b1a20f23a65d7651fe3e587fc3a61b9fc92,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
855,India,IN,"Dollar's Colony, Bangalore",13.041500,77.567700,An. stephensi,Not available,NR,,,,,Not available,Not available,Not available,Morphology,"Harisprasad, TPN and Shetty, NJ. (2016).  Ecological variation and resistance levels to propoxur and chlorpyrifos in  Anopheles stephensi (Diptera: Culicidae), a malaria mosquito from India. International Journal of Tropical Insect Science, 36(1):48-59",https://www.semanticscholar.org/paper/Ecological-variation-and-resistance-levels-to-and-a-Hariprasad-Shetty/944b3b1a20f23a65d7651fe3e587fc3a61b9fc92,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
856,India,IN,"Gandhinagar, Bangalore",12.980000,77.578600,An. stephensi,Not available,NR,,,,,Not available,Not available,Not available,Morphology,"Harisprasad, TPN and Shetty, NJ. (2016).  Ecological variation and resistance levels to propoxur and chlorpyrifos in  Anopheles stephensi (Diptera: Culicidae), a malaria mosquito from India. International Journal of Tropical Insect Science, 36(1):48-59",https://www.semanticscholar.org/paper/Ecological-variation-and-resistance-levels-to-and-a-Hariprasad-Shetty/944b3b1a20f23a65d7651fe3e587fc3a61b9fc92,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
857,India,IN,Gandhinagar-Mysore,12.322500,76.664300,An. stephensi,Not available,NR,,,,,Not available,Not available,Not available,Morphology,"Harisprasad, TPN and Shetty, NJ. (2016).  Ecological variation and resistance levels to propoxur and chlorpyrifos in  Anopheles stephensi (Diptera: Culicidae), a malaria mosquito from India. International Journal of Tropical Insect Science, 36(1):48-59",https://www.semanticscholar.org/paper/Ecological-variation-and-resistance-levels-to-and-a-Hariprasad-Shetty/944b3b1a20f23a65d7651fe3e587fc3a61b9fc92,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
858,India,IN,"Goraguntepalya, Bangalore",13.027600,77.537500,An. stephensi,Not available,NR,,,,,Not available,Not available,Not available,Morphology,"Harisprasad, TPN and Shetty, NJ. (2016).  Ecological variation and resistance levels to propoxur and chlorpyrifos in  Anopheles stephensi (Diptera: Culicidae), a malaria mosquito from India. International Journal of Tropical Insect Science, 36(1):48-59",https://www.semanticscholar.org/paper/Ecological-variation-and-resistance-levels-to-and-a-Hariprasad-Shetty/944b3b1a20f23a65d7651fe3e587fc3a61b9fc92,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
859,India,IN,"Hebbal, Bangalore",13.035900,77.597300,An. stephensi,Not available,NR,,,,,Not available,Not available,Not available,Morphology,"Harisprasad, TPN and Shetty, NJ. (2016).  Ecological variation and resistance levels to propoxur and chlorpyrifos in  Anopheles stephensi (Diptera: Culicidae), a malaria mosquito from India. International Journal of Tropical Insect Science, 36(1):48-59",https://www.semanticscholar.org/paper/Ecological-variation-and-resistance-levels-to-and-a-Hariprasad-Shetty/944b3b1a20f23a65d7651fe3e587fc3a61b9fc92,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
860,India,IN,"JP Nagar, Bangalore",12.889000,77.576300,An. stephensi,Not available,NR,,,,,Not available,Not available,Not available,Morphology,"Harisprasad, TPN and Shetty, NJ. (2016).  Ecological variation and resistance levels to propoxur and chlorpyrifos in  Anopheles stephensi (Diptera: Culicidae), a malaria mosquito from India. International Journal of Tropical Insect Science, 36(1):48-59",https://www.semanticscholar.org/paper/Ecological-variation-and-resistance-levels-to-and-a-Hariprasad-Shetty/944b3b1a20f23a65d7651fe3e587fc3a61b9fc92,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
861,India,IN,"Jnanabharathi campus, Bangalore",12.936600,77.499600,An. stephensi,Not available,NR,,,,,Not available,Not available,Not available,Morphology,"Harisprasad, TPN and Shetty, NJ. (2016).  Ecological variation and resistance levels to propoxur and chlorpyrifos in  Anopheles stephensi (Diptera: Culicidae), a malaria mosquito from India. International Journal of Tropical Insect Science, 36(1):48-59",https://www.semanticscholar.org/paper/Ecological-variation-and-resistance-levels-to-and-a-Hariprasad-Shetty/944b3b1a20f23a65d7651fe3e587fc3a61b9fc92,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
862,India,IN,"Kengeri, Bangalore",12.899800,77.482500,An. stephensi,Not available,NR,,,,,Not available,Not available,Not available,Morphology,"Harisprasad, TPN and Shetty, NJ. (2016).  Ecological variation and resistance levels to propoxur and chlorpyrifos in  Anopheles stephensi (Diptera: Culicidae), a malaria mosquito from India. International Journal of Tropical Insect Science, 36(1):48-59",https://www.semanticscholar.org/paper/Ecological-variation-and-resistance-levels-to-and-a-Hariprasad-Shetty/944b3b1a20f23a65d7651fe3e587fc3a61b9fc92,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
863,India,IN,"Mahalakshmipuram, Bangalore",13.013200,77.548900,An. stephensi,Not available,NR,,,,,Not available,Not available,Not available,Morphology,"Harisprasad, TPN and Shetty, NJ. (2016).  Ecological variation and resistance levels to propoxur and chlorpyrifos in  Anopheles stephensi (Diptera: Culicidae), a malaria mosquito from India. International Journal of Tropical Insect Science, 36(1):48-59",https://www.semanticscholar.org/paper/Ecological-variation-and-resistance-levels-to-and-a-Hariprasad-Shetty/944b3b1a20f23a65d7651fe3e587fc3a61b9fc92,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
864,India,IN,"Murgeshpalya, Bangalore",12.961000,77.656900,An. stephensi,Not available,NR,,,,,Not available,Not available,Not available,Morphology,"Harisprasad, TPN and Shetty, NJ. (2016).  Ecological variation and resistance levels to propoxur and chlorpyrifos in  Anopheles stephensi (Diptera: Culicidae), a malaria mosquito from India. International Journal of Tropical Insect Science, 36(1):48-59",https://www.semanticscholar.org/paper/Ecological-variation-and-resistance-levels-to-and-a-Hariprasad-Shetty/944b3b1a20f23a65d7651fe3e587fc3a61b9fc92,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
865,India,IN,"Padmanabhanagar, Bangalore",12.915500,77.556400,An. stephensi,Not available,NR,,,,,Not available,Not available,Not available,Morphology,"Harisprasad, TPN and Shetty, NJ. (2016).  Ecological variation and resistance levels to propoxur and chlorpyrifos in  Anopheles stephensi (Diptera: Culicidae), a malaria mosquito from India. International Journal of Tropical Insect Science, 36(1):48-59",https://www.semanticscholar.org/paper/Ecological-variation-and-resistance-levels-to-and-a-Hariprasad-Shetty/944b3b1a20f23a65d7651fe3e587fc3a61b9fc92,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
866,India,IN,"Papareddipalya, Bangalore",12.974900,77.505600,An. stephensi,Not available,NR,,,,,Not available,Not available,Not available,Morphology,"Harisprasad, TPN and Shetty, NJ. (2016).  Ecological variation and resistance levels to propoxur and chlorpyrifos in  Anopheles stephensi (Diptera: Culicidae), a malaria mosquito from India. International Journal of Tropical Insect Science, 36(1):48-59",https://www.semanticscholar.org/paper/Ecological-variation-and-resistance-levels-to-and-a-Hariprasad-Shetty/944b3b1a20f23a65d7651fe3e587fc3a61b9fc92,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
867,India,IN,"Subashnagar, Bangalore",12.873100,77.638600,An. stephensi,Not available,NR,,,,,Not available,Not available,Not available,Morphology,"Harisprasad, TPN and Shetty, NJ. (2016).  Ecological variation and resistance levels to propoxur and chlorpyrifos in  Anopheles stephensi (Diptera: Culicidae), a malaria mosquito from India. International Journal of Tropical Insect Science, 36(1):48-59",https://www.semanticscholar.org/paper/Ecological-variation-and-resistance-levels-to-and-a-Hariprasad-Shetty/944b3b1a20f23a65d7651fe3e587fc3a61b9fc92,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
868,India,IN,"Yeshwanthpur, Bangalore",13.027600,77.540900,An. stephensi,Not available,NR,,,,,Not available,Not available,Not available,Morphology,"Harisprasad, TPN and Shetty, NJ. (2016).  Ecological variation and resistance levels to propoxur and chlorpyrifos in  Anopheles stephensi (Diptera: Culicidae), a malaria mosquito from India. International Journal of Tropical Insect Science, 36(1):48-59",https://www.semanticscholar.org/paper/Ecological-variation-and-resistance-levels-to-and-a-Hariprasad-Shetty/944b3b1a20f23a65d7651fe3e587fc3a61b9fc92,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
869,India,IN,Madurai city,9.926100,78.123100,An. stephensi,Not available,NR,2013,August,2013,September,Not available,0,Not available,Morphology,"Kamaladhasan, N, Tyagi, BK, Swamy, PS and Chandrasekaran, S. (2016).  Studies on the maintenance of 'self-sustained' mosquito vector population in Vaigai river, South India. Current Science, 110(1):57-68",https://www.researchgate.net/publication/292615468_Studies_on_the_Maintenance_of_'Self-Sustained'_Mosquito_Vector_Population_in_Vaigai_River_South_India,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
870,India,IN,Madurai city,9.926100,78.123100,An. stephensi,Not available,NR,2013,November,2013,December,Not available,0,Not available,Morphology,"Kamaladhasan, N, Tyagi, BK, Swamy, PS and Chandrasekaran, S. (2016).  Studies on the maintenance of 'self-sustained' mosquito vector population in Vaigai river, South India. Current Science, 110(1):57-68",https://www.researchgate.net/publication/292615468_Studies_on_the_Maintenance_of_'Self-Sustained'_Mosquito_Vector_Population_in_Vaigai_River_South_India,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
871,India,IN,Madurai city,9.926100,78.123100,An. stephensi,Not available,NR,2014,May,2014,June,Not available,0,Not available,Morphology,"Kamaladhasan, N, Tyagi, BK, Swamy, PS and Chandrasekaran, S. (2016).  Studies on the maintenance of 'self-sustained' mosquito vector population in Vaigai river, South India. Current Science, 110(1):57-68",https://www.researchgate.net/publication/292615468_Studies_on_the_Maintenance_of_'Self-Sustained'_Mosquito_Vector_Population_in_Vaigai_River_South_India,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
872,India,IN,Solavandan,10.018600,77.957800,An. stephensi,Not available,NR,2013,August,2013,September,Not available,0,Not available,Morphology,"Kamaladhasan, N, Tyagi, BK, Swamy, PS and Chandrasekaran, S. (2016).  Studies on the maintenance of 'self-sustained' mosquito vector population in Vaigai river, South India. Current Science, 110(1):57-68",https://www.researchgate.net/publication/292615468_Studies_on_the_Maintenance_of_'Self-Sustained'_Mosquito_Vector_Population_in_Vaigai_River_South_India,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
873,India,IN,Solavandan,10.018600,77.957800,An. stephensi,Not available,NR,2013,November,2013,December,Not available,Not available,Not available,Morphology,"Kamaladhasan, N, Tyagi, BK, Swamy, PS and Chandrasekaran, S. (2016).  Studies on the maintenance of 'self-sustained' mosquito vector population in Vaigai river, South India. Current Science, 110(1):57-68",https://www.researchgate.net/publication/292615468_Studies_on_the_Maintenance_of_'Self-Sustained'_Mosquito_Vector_Population_in_Vaigai_River_South_India,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
874,India,IN,Solavandan,10.018600,77.957800,An. stephensi,Not available,NR,2014,May,2014,June,Not available,0,Not available,Morphology,"Kamaladhasan, N, Tyagi, BK, Swamy, PS and Chandrasekaran, S. (2016).  Studies on the maintenance of 'self-sustained' mosquito vector population in Vaigai river, South India. Current Science, 110(1):57-68",https://www.researchgate.net/publication/292615468_Studies_on_the_Maintenance_of_'Self-Sustained'_Mosquito_Vector_Population_in_Vaigai_River_South_India,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
875,India,IN,Thenoor,9.983300,78.000000,An. stephensi,Not available,NR,2013,August,2013,September,Not available,0,Not available,Morphology,"Kamaladhasan, N, Tyagi, BK, Swamy, PS and Chandrasekaran, S. (2016).  Studies on the maintenance of 'self-sustained' mosquito vector population in Vaigai river, South India. Current Science, 110(1):57-68",https://www.researchgate.net/publication/292615468_Studies_on_the_Maintenance_of_'Self-Sustained'_Mosquito_Vector_Population_in_Vaigai_River_South_India,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
876,India,IN,Thenoor,9.983300,78.000000,An. stephensi,Not available,NR,2013,November,2013,December,Not available,0,Not available,Morphology,"Kamaladhasan, N, Tyagi, BK, Swamy, PS and Chandrasekaran, S. (2016).  Studies on the maintenance of 'self-sustained' mosquito vector population in Vaigai river, South India. Current Science, 110(1):57-68",https://www.researchgate.net/publication/292615468_Studies_on_the_Maintenance_of_'Self-Sustained'_Mosquito_Vector_Population_in_Vaigai_River_South_India,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
285,India,IN,Dindigul town,10.356000,77.975000,An. stephensi,Not available,IMMATURE,1994,November,1994,November,Larval collection,Not available,Not available,Morphology,"Kar, I., Eapen, A. and Ravindran, K.J. (1996).  Domestic breeding sources and their contribution in  Anopheles stephensi breeding in Dindigul, Tamil Nadu. Indian Journal of Malariology, 33(4):191-9",https://www.ncbi.nlm.nih.gov/pubmed/9125833,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
286,India,IN,Dindigul town,10.356000,77.975000,An. stephensi,Not available,IMMATURE,1994,December,1994,December,Larval collection,Not available,Not available,Morphology,"Kar, I., Eapen, A. and Ravindran, K.J. (1996).  Domestic breeding sources and their contribution in  Anopheles stephensi breeding in Dindigul, Tamil Nadu. Indian Journal of Malariology, 33(4):191-9",https://www.ncbi.nlm.nih.gov/pubmed/9125833,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
287,India,IN,Dindigul town,10.356000,77.975000,An. stephensi,Not available,IMMATURE,1995,January,1995,January,Larval collection,Not available,Not available,Morphology,"Kar, I., Eapen, A. and Ravindran, K.J. (1996).  Domestic breeding sources and their contribution in  Anopheles stephensi breeding in Dindigul, Tamil Nadu. Indian Journal of Malariology, 33(4):191-9",https://www.ncbi.nlm.nih.gov/pubmed/9125833,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
288,India,IN,Dindigul town,10.356000,77.975000,An. stephensi,Not available,IMMATURE,1995,February,1995,February,Larval collection,Not available,Not available,Morphology,"Kar, I., Eapen, A. and Ravindran, K.J. (1996).  Domestic breeding sources and their contribution in  Anopheles stephensi breeding in Dindigul, Tamil Nadu. Indian Journal of Malariology, 33(4):191-9",https://www.ncbi.nlm.nih.gov/pubmed/9125833,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
289,India,IN,Dindigul town,10.356000,77.975000,An. stephensi,Not available,IMMATURE,1995,March,1995,March,Larval collection,Not available,Not available,Morphology,"Kar, I., Eapen, A. and Ravindran, K.J. (1996).  Domestic breeding sources and their contribution in  Anopheles stephensi breeding in Dindigul, Tamil Nadu. Indian Journal of Malariology, 33(4):191-9",https://www.ncbi.nlm.nih.gov/pubmed/9125833,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
290,India,IN,Dindigul town,10.356000,77.975000,An. stephensi,Not available,IMMATURE,1995,April,1995,April,Larval collection,Not available,Not available,Morphology,"Kar, I., Eapen, A. and Ravindran, K.J. (1996).  Domestic breeding sources and their contribution in  Anopheles stephensi breeding in Dindigul, Tamil Nadu. Indian Journal of Malariology, 33(4):191-9",https://www.ncbi.nlm.nih.gov/pubmed/9125833,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
291,India,IN,Dindigul town,10.356000,77.975000,An. stephensi,Not available,IMMATURE,1995,May,1995,May,Larval collection,Not available,Not available,Morphology,"Kar, I., Eapen, A. and Ravindran, K.J. (1996).  Domestic breeding sources and their contribution in  Anopheles stephensi breeding in Dindigul, Tamil Nadu. Indian Journal of Malariology, 33(4):191-9",https://www.ncbi.nlm.nih.gov/pubmed/9125833,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
292,India,IN,"Anand, Matar & Petlad talukas (3 villages in each)",22.477000,72.798000,An. stephensi,Not available,IMMATURE,1988,June,1990,June,Larval collection,72,Not available,Morphology,"Kant, R. and Pandey, S.D. (1999).  Breeding preferences of  Anopheles culicifacies in the rice agro-ecosystem in Kheda district, Gujarat. Indian Journal of Malariology, 36(3-4):53-60",https://www.ncbi.nlm.nih.gov/pubmed/11398662,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
293,India,IN,Surat city,21.195000,72.819000,An. stephensi,Not available,IMMATURE,2001,,2001,,Larval collection,Not available,Not available,Not available,"Haq, S., Bhatt, R.M., Vaishnav, K.G. and Yadav, R.S. (2004).  Field evaluation of biolarvicides in Surat city, India. Journal of Vector Borne Diseases, 41(3-4):61-6",https://www.ncbi.nlm.nih.gov/pubmed/15672558,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
294,India,IN,"5 Villages of taluka Thasra (Rania, Bhadrasa, Aklacha, Umba & Vamali)",22.724300,73.243900,An. stephensi,Not available,ADULTS,1999,July,2000,March,"Outlet window trap, house resting inside",Not available,Not available,Morphology,"Yadav, R.S., Srivastava, H.C., Adak, T., Nanda, N., Thapar, B.R., Pant, C.S., Zaim, M. and Subbarao, S.K. (2003).  House-scale evaluation of bifenthrin indoor residual spraying for malaria vector control in India. Journal of Medical Entomology, 40(1):58-63",https://www.ncbi.nlm.nih.gov/pubmed/12597653,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
295,India,IN,Jagdishpur & Garh Mirakpur villages,29.068000,77.156000,An. stephensi,Not available,ADULTS,1999,August,2000,March,"House resting inside, outlet window trap",Not available,Not available,Not available,"Batra, C.P., Raghavendra, K., Adak, T., Singh, O.P., Singh, S.P., Mittal, P.K., Malhotra, M.S., Sharma, R.S. and Subbarao, S.K. (2005).  Evaluation of bifenthrin treated mosquito nets against anopheline and culicine mosquitoes. Indian Journal of Medical Research, 121(1):55-62",https://www.ncbi.nlm.nih.gov/pubmed/15713980,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
296,India,IN,Chetla,22.519000,88.344000,An. stephensi,Not available,IMMATURE,1990,July,1990,July,Larval collection,Not available,Not available,Not available,"Biswas, D., Dutta, R.N., Ghosh, S.K., Chatterjee, K.K. and Hati, A.K. (1992).  Breeding habits of  Anopheles stephensi Liston in an area of Calcutta. Indian Journal of Malariology, 29(3):195-8",https://www.ncbi.nlm.nih.gov/pubmed/1286735,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
297,India,IN,Chetla,22.519000,88.344000,An. stephensi,Not available,IMMATURE,1990,August,1990,August,Larval collection,Not available,Not available,Not available,"Biswas, D., Dutta, R.N., Ghosh, S.K., Chatterjee, K.K. and Hati, A.K. (1992).  Breeding habits of  Anopheles stephensi Liston in an area of Calcutta. Indian Journal of Malariology, 29(3):195-8",https://www.ncbi.nlm.nih.gov/pubmed/1286735,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
298,India,IN,Chetla,22.519000,88.344000,An. stephensi,Not available,IMMATURE,1990,September,1990,September,Larval collection,Not available,Not available,Not available,"Biswas, D., Dutta, R.N., Ghosh, S.K., Chatterjee, K.K. and Hati, A.K. (1992).  Breeding habits of  Anopheles stephensi Liston in an area of Calcutta. Indian Journal of Malariology, 29(3):195-8",https://www.ncbi.nlm.nih.gov/pubmed/1286735,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
299,India,IN,Chetla,22.519000,88.344000,An. stephensi,Not available,IMMATURE,1990,October,1990,October,Larval collection,Not available,Not available,Not available,"Biswas, D., Dutta, R.N., Ghosh, S.K., Chatterjee, K.K. and Hati, A.K. (1992).  Breeding habits of  Anopheles stephensi Liston in an area of Calcutta. Indian Journal of Malariology, 29(3):195-8",https://www.ncbi.nlm.nih.gov/pubmed/1286735,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
300,India,IN,Chetla,22.519000,88.344000,An. stephensi,Not available,IMMATURE,1990,November,1990,November,Larval collection,Not available,Not available,Not available,"Biswas, D., Dutta, R.N., Ghosh, S.K., Chatterjee, K.K. and Hati, A.K. (1992).  Breeding habits of  Anopheles stephensi Liston in an area of Calcutta. Indian Journal of Malariology, 29(3):195-8",https://www.ncbi.nlm.nih.gov/pubmed/1286735,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
301,India,IN,Chetla,22.519000,88.344000,An. stephensi,Not available,IMMATURE,1990,December,1990,December,Larval collection,Not available,Not available,Not available,"Biswas, D., Dutta, R.N., Ghosh, S.K., Chatterjee, K.K. and Hati, A.K. (1992).  Breeding habits of  Anopheles stephensi Liston in an area of Calcutta. Indian Journal of Malariology, 29(3):195-8",https://www.ncbi.nlm.nih.gov/pubmed/1286735,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
302,India,IN,Chetla,22.519000,88.344000,An. stephensi,Not available,IMMATURE,1991,January,1991,January,Larval collection,Not available,Not available,Not available,"Biswas, D., Dutta, R.N., Ghosh, S.K., Chatterjee, K.K. and Hati, A.K. (1992).  Breeding habits of  Anopheles stephensi Liston in an area of Calcutta. Indian Journal of Malariology, 29(3):195-8",https://www.ncbi.nlm.nih.gov/pubmed/1286735,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",Native,Not available
